------------------------------------------------------------------------------------
Date: 12/7/2024 -- 23:48:12 (uptime: 0d, 00h 00m 08s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
decoder.ipv4                                  | Total                     | 1464
decoder.ipv6                                  | Total                     | 32
decoder.tcp                                   | Total                     | 1388
tcp.syn                                       | Total                     | 118
tcp.synack                                    | Total                     | 117
tcp.rst                                       | Total                     | 1
decoder.udp                                   | Total                     | 91
decoder.icmpv4                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 3214
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 124
flow.total                                    | Total                     | 165
flow.active                                   | Total                     | 165
flow.tcp                                      | Total                     | 148
flow.udp                                      | Total                     | 17
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 15
tcp.sessions                                  | Total                     | 124
tcp.ssn_from_pool                             | Total                     | 124
tcp.segment_from_cache                        | Total                     | 127
tcp.segment_from_pool                         | Total                     | 125
app_layer.flow.tls                            | Total                     | 5
app_layer.error.tls.parser                    | Total                     | 2
app_layer.flow.quic                           | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 2
app_layer.tx.dhcp                             | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 6
app_layer.tx.dns_udp                          | Total                     | 14
app_layer.flow.failed_udp                     | Total                     | 8
flow.mgr.full_hash_pass                       | Total                     | 3
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 153
flow.mgr.flows_notimeout                      | Total                     | 153
memcap_pressure                               | Total                     | 7
memcap_pressure_max                           | Total                     | 7
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 6086656
flow.memuse                                   | Total                     | 6834304
------------------------------------------------------------------------------------
Date: 12/11/2024 -- 09:14:42 (uptime: 0d, 00h 00m 48s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 1854
decoder.bytes                                 | Total                     | 5900424
decoder.ipv4                                  | Total                     | 1818
decoder.ipv6                                  | Total                     | 36
decoder.tcp                                   | Total                     | 1674
tcp.syn                                       | Total                     | 143
tcp.synack                                    | Total                     | 143
tcp.rst                                       | Total                     | 1
decoder.udp                                   | Total                     | 145
decoder.icmpv4                                | Total                     | 5
decoder.avg_pkt_size                          | Total                     | 3182
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 143
flow.total                                    | Total                     | 191
flow.active                                   | Total                     | 191
flow.tcp                                      | Total                     | 167
flow.udp                                      | Total                     | 24
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 30
tcp.sessions                                  | Total                     | 143
tcp.ssn_from_pool                             | Total                     | 143
tcp.segment_from_cache                        | Total                     | 127
tcp.segment_from_pool                         | Total                     | 144
app_layer.flow.tls                            | Total                     | 5
app_layer.error.tls.parser                    | Total                     | 2
app_layer.flow.quic                           | Total                     | 2
app_layer.tx.quic                             | Total                     | 3
app_layer.error.quic.parser                   | Total                     | 2
app_layer.flow.dhcp                           | Total                     | 3
app_layer.tx.dhcp                             | Total                     | 6
app_layer.flow.dns_udp                        | Total                     | 8
app_layer.tx.dns_udp                          | Total                     | 18
app_layer.flow.failed_udp                     | Total                     | 11
flow.mgr.full_hash_pass                       | Total                     | 4
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 182
flow.mgr.flows_notimeout                      | Total                     | 182
memcap_pressure                               | Total                     | 7
memcap_pressure_max                           | Total                     | 7
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 7247872
flow.memuse                                   | Total                     | 6834304
------------------------------------------------------------------------------------
Date: 12/11/2024 -- 09:14:50 (uptime: 0d, 00h 00m 56s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 2095
decoder.bytes                                 | Total                     | 6862518
decoder.ipv4                                  | Total                     | 2051
decoder.ipv6                                  | Total                     | 44
decoder.tcp                                   | Total                     | 1892
tcp.syn                                       | Total                     | 167
tcp.synack                                    | Total                     | 166
tcp.rst                                       | Total                     | 1
decoder.udp                                   | Total                     | 165
decoder.icmpv4                                | Total                     | 8
decoder.avg_pkt_size                          | Total                     | 3275
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 166
flow.total                                    | Total                     | 215
flow.active                                   | Total                     | 215
flow.tcp                                      | Total                     | 190
flow.udp                                      | Total                     | 25
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 30
tcp.sessions                                  | Total                     | 166
tcp.ssn_from_pool                             | Total                     | 166
tcp.segment_from_cache                        | Total                     | 128
tcp.segment_from_pool                         | Total                     | 166
app_layer.flow.tls                            | Total                     | 5
app_layer.error.tls.parser                    | Total                     | 2
app_layer.flow.quic                           | Total                     | 2
app_layer.tx.quic                             | Total                     | 6
app_layer.error.quic.parser                   | Total                     | 3
app_layer.flow.dhcp                           | Total                     | 3
app_layer.tx.dhcp                             | Total                     | 6
app_layer.flow.dns_udp                        | Total                     | 9
app_layer.tx.dns_udp                          | Total                     | 20
app_layer.flow.failed_udp                     | Total                     | 11
flow.mgr.full_hash_pass                       | Total                     | 5
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 217
flow.mgr.flows_notimeout                      | Total                     | 217
memcap_pressure                               | Total                     | 7
memcap_pressure_max                           | Total                     | 7
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 8151040
flow.memuse                                   | Total                     | 6834304
------------------------------------------------------------------------------------
Date: 12/11/2024 -- 09:14:58 (uptime: 0d, 00h 01m 04s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 2304
decoder.bytes                                 | Total                     | 7735315
decoder.ipv4                                  | Total                     | 2252
decoder.ipv6                                  | Total                     | 52
decoder.tcp                                   | Total                     | 2097
tcp.syn                                       | Total                     | 188
tcp.synack                                    | Total                     | 187
tcp.rst                                       | Total                     | 1
decoder.udp                                   | Total                     | 168
decoder.icmpv4                                | Total                     | 9
decoder.avg_pkt_size                          | Total                     | 3357
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 187
flow.total                                    | Total                     | 238
flow.active                                   | Total                     | 238
flow.tcp                                      | Total                     | 211
flow.udp                                      | Total                     | 27
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 30
tcp.sessions                                  | Total                     | 187
tcp.ssn_from_pool                             | Total                     | 187
tcp.segment_from_cache                        | Total                     | 128
tcp.segment_from_pool                         | Total                     | 187
app_layer.flow.tls                            | Total                     | 5
app_layer.error.tls.parser                    | Total                     | 2
app_layer.flow.quic                           | Total                     | 2
app_layer.tx.quic                             | Total                     | 6
app_layer.error.quic.parser                   | Total                     | 3
app_layer.flow.dhcp                           | Total                     | 3
app_layer.tx.dhcp                             | Total                     | 6
app_layer.flow.dns_udp                        | Total                     | 11
app_layer.tx.dns_udp                          | Total                     | 23
app_layer.flow.failed_udp                     | Total                     | 11
flow.mgr.full_hash_pass                       | Total                     | 6
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 237
flow.mgr.flows_notimeout                      | Total                     | 237
memcap_pressure                               | Total                     | 7
memcap_pressure_max                           | Total                     | 7
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 8925184
flow.memuse                                   | Total                     | 6834304
------------------------------------------------------------------------------------
Date: 12/11/2024 -- 09:15:06 (uptime: 0d, 00h 01m 12s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 3062
decoder.bytes                                 | Total                     | 9000545
decoder.ipv4                                  | Total                     | 3006
decoder.ipv6                                  | Total                     | 56
decoder.tcp                                   | Total                     | 2356
tcp.syn                                       | Total                     | 210
tcp.synack                                    | Total                     | 210
tcp.rst                                       | Total                     | 1
decoder.udp                                   | Total                     | 667
decoder.icmpv4                                | Total                     | 9
decoder.avg_pkt_size                          | Total                     | 2939
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 210
flow.total                                    | Total                     | 272
flow.active                                   | Total                     | 272
flow.tcp                                      | Total                     | 234
flow.udp                                      | Total                     | 38
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 30
tcp.sessions                                  | Total                     | 210
tcp.ssn_from_pool                             | Total                     | 210
tcp.segment_from_cache                        | Total                     | 138
tcp.segment_from_pool                         | Total                     | 213
app_layer.flow.tls                            | Total                     | 7
app_layer.error.tls.parser                    | Total                     | 2
app_layer.flow.quic                           | Total                     | 4
app_layer.tx.quic                             | Total                     | 14
app_layer.error.quic.parser                   | Total                     | 9
app_layer.flow.dhcp                           | Total                     | 3
app_layer.tx.dhcp                             | Total                     | 6
app_layer.flow.dns_udp                        | Total                     | 18
app_layer.tx.dns_udp                          | Total                     | 38
app_layer.flow.failed_udp                     | Total                     | 13
flow.mgr.full_hash_pass                       | Total                     | 6
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 266
flow.mgr.flows_notimeout                      | Total                     | 266
memcap_pressure                               | Total                     | 7
memcap_pressure_max                           | Total                     | 7
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 9969664
flow.memuse                                   | Total                     | 6834304
------------------------------------------------------------------------------------
Date: 12/11/2024 -- 09:15:14 (uptime: 0d, 00h 01m 20s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 3975
decoder.bytes                                 | Total                     | 10669368
decoder.ipv4                                  | Total                     | 3911
decoder.ipv6                                  | Total                     | 64
decoder.tcp                                   | Total                     | 2640
tcp.syn                                       | Total                     | 239
tcp.synack                                    | Total                     | 238
tcp.rst                                       | Total                     | 1
decoder.udp                                   | Total                     | 1296
decoder.icmpv4                                | Total                     | 9
decoder.avg_pkt_size                          | Total                     | 2684
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 238
flow.total                                    | Total                     | 302
flow.active                                   | Total                     | 302
flow.tcp                                      | Total                     | 262
flow.udp                                      | Total                     | 40
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 30
tcp.sessions                                  | Total                     | 238
tcp.ssn_from_pool                             | Total                     | 238
tcp.segment_from_cache                        | Total                     | 141
tcp.segment_from_pool                         | Total                     | 238
app_layer.flow.tls                            | Total                     | 7
app_layer.error.tls.parser                    | Total                     | 2
app_layer.flow.quic                           | Total                     | 4
app_layer.tx.quic                             | Total                     | 14
app_layer.error.quic.parser                   | Total                     | 9
app_layer.flow.dhcp                           | Total                     | 3
app_layer.tx.dhcp                             | Total                     | 6
app_layer.flow.dns_udp                        | Total                     | 20
app_layer.tx.dns_udp                          | Total                     | 42
app_layer.flow.failed_udp                     | Total                     | 13
flow.mgr.full_hash_pass                       | Total                     | 7
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 310
flow.mgr.flows_notimeout                      | Total                     | 310
memcap_pressure                               | Total                     | 7
memcap_pressure_max                           | Total                     | 7
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 11130880
flow.memuse                                   | Total                     | 6834304
------------------------------------------------------------------------------------
Date: 12/11/2024 -- 09:20:25 (uptime: 0d, 00h 00m 08s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 203
decoder.bytes                                 | Total                     | 872040
decoder.ipv4                                  | Total                     | 199
decoder.ipv6                                  | Total                     | 4
decoder.tcp                                   | Total                     | 196
tcp.syn                                       | Total                     | 22
tcp.synack                                    | Total                     | 21
decoder.udp                                   | Total                     | 6
decoder.icmpv4                                | Total                     | 1
decoder.avg_pkt_size                          | Total                     | 4295
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 21
flow.total                                    | Total                     | 26
flow.active                                   | Total                     | 26
flow.tcp                                      | Total                     | 25
flow.udp                                      | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
tcp.sessions                                  | Total                     | 21
tcp.ssn_from_pool                             | Total                     | 21
tcp.segment_from_pool                         | Total                     | 21
app_layer.flow.failed_udp                     | Total                     | 1
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 11
flow.mgr.flows_notimeout                      | Total                     | 11
memcap_pressure                               | Total                     | 7
memcap_pressure_max                           | Total                     | 7
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 2293760
flow.memuse                                   | Total                     | 6834304
------------------------------------------------------------------------------------
Date: 12/11/2024 -- 09:20:33 (uptime: 0d, 00h 00m 16s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 1278
decoder.bytes                                 | Total                     | 2861460
decoder.ipv4                                  | Total                     | 1266
decoder.ipv6                                  | Total                     | 12
decoder.tcp                                   | Total                     | 1099
tcp.syn                                       | Total                     | 61
tcp.synack                                    | Total                     | 61
decoder.udp                                   | Total                     | 177
decoder.icmpv4                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 2239
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 61
flow.total                                    | Total                     | 80
flow.active                                   | Total                     | 80
flow.tcp                                      | Total                     | 67
flow.udp                                      | Total                     | 13
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
tcp.sessions                                  | Total                     | 61
tcp.ssn_from_pool                             | Total                     | 61
tcp.segment_from_cache                        | Total                     | 299
tcp.segment_from_pool                         | Total                     | 93
tcp.overlap                                   | Total                     | 3
app_layer.flow.tls                            | Total                     | 4
app_layer.flow.quic                           | Total                     | 2
app_layer.tx.quic                             | Total                     | 9
app_layer.error.quic.parser                   | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 10
app_layer.tx.dns_udp                          | Total                     | 20
app_layer.flow.failed_udp                     | Total                     | 1
flow.mgr.full_hash_pass                       | Total                     | 1
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 35
flow.mgr.flows_notimeout                      | Total                     | 35
memcap_pressure                               | Total                     | 7
memcap_pressure_max                           | Total                     | 7
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 3430400
flow.memuse                                   | Total                     | 6834304
------------------------------------------------------------------------------------
Date: 12/11/2024 -- 09:20:41 (uptime: 0d, 00h 00m 24s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 1582
decoder.bytes                                 | Total                     | 3804717
decoder.ipv4                                  | Total                     | 1566
decoder.ipv6                                  | Total                     | 16
decoder.tcp                                   | Total                     | 1356
tcp.syn                                       | Total                     | 83
tcp.synack                                    | Total                     | 83
decoder.udp                                   | Total                     | 224
decoder.icmpv4                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 2405
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 83
flow.total                                    | Total                     | 110
flow.active                                   | Total                     | 110
flow.tcp                                      | Total                     | 93
flow.udp                                      | Total                     | 17
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
tcp.sessions                                  | Total                     | 83
tcp.ssn_from_pool                             | Total                     | 83
tcp.segment_from_cache                        | Total                     | 306
tcp.segment_from_pool                         | Total                     | 108
tcp.overlap                                   | Total                     | 3
app_layer.flow.tls                            | Total                     | 4
app_layer.flow.quic                           | Total                     | 2
app_layer.tx.quic                             | Total                     | 9
app_layer.error.quic.parser                   | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 12
app_layer.tx.dns_udp                          | Total                     | 24
app_layer.flow.failed_udp                     | Total                     | 3
flow.mgr.full_hash_pass                       | Total                     | 2
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 88
flow.mgr.flows_notimeout                      | Total                     | 88
memcap_pressure                               | Total                     | 7
memcap_pressure_max                           | Total                     | 7
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 4849664
flow.memuse                                   | Total                     | 6834304
------------------------------------------------------------------------------------
Date: 12/11/2024 -- 09:20:49 (uptime: 0d, 00h 00m 32s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 2117
decoder.bytes                                 | Total                     | 5173123
decoder.ipv4                                  | Total                     | 2093
decoder.ipv6                                  | Total                     | 24
decoder.tcp                                   | Total                     | 1818
tcp.syn                                       | Total                     | 119
tcp.synack                                    | Total                     | 119
tcp.rst                                       | Total                     | 1
decoder.udp                                   | Total                     | 297
decoder.icmpv4                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 2443
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 119
flow.total                                    | Total                     | 160
flow.active                                   | Total                     | 160
flow.tcp                                      | Total                     | 129
flow.udp                                      | Total                     | 31
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
tcp.sessions                                  | Total                     | 119
tcp.ssn_from_pool                             | Total                     | 119
tcp.segment_from_cache                        | Total                     | 371
tcp.segment_from_pool                         | Total                     | 145
tcp.overlap                                   | Total                     | 3
app_layer.flow.tls                            | Total                     | 9
app_layer.flow.quic                           | Total                     | 4
app_layer.tx.quic                             | Total                     | 22
app_layer.error.quic.parser                   | Total                     | 13
app_layer.flow.dns_udp                        | Total                     | 24
app_layer.tx.dns_udp                          | Total                     | 48
app_layer.flow.failed_udp                     | Total                     | 3
flow.mgr.full_hash_pass                       | Total                     | 3
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 143
flow.mgr.flows_notimeout                      | Total                     | 143
memcap_pressure                               | Total                     | 7
memcap_pressure_max                           | Total                     | 7
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 5933056
flow.memuse                                   | Total                     | 6834304
------------------------------------------------------------------------------------
Date: 12/11/2024 -- 09:20:57 (uptime: 0d, 00h 00m 40s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 2458
decoder.bytes                                 | Total                     | 6242649
decoder.ipv4                                  | Total                     | 2426
decoder.ipv6                                  | Total                     | 32
decoder.tcp                                   | Total                     | 2153
tcp.syn                                       | Total                     | 146
tcp.synack                                    | Total                     | 146
tcp.rst                                       | Total                     | 1
decoder.udp                                   | Total                     | 303
decoder.icmpv4                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 2539
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 146
flow.total                                    | Total                     | 190
flow.active                                   | Total                     | 190
flow.tcp                                      | Total                     | 156
flow.udp                                      | Total                     | 34
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
tcp.sessions                                  | Total                     | 146
tcp.ssn_from_pool                             | Total                     | 146
tcp.segment_from_cache                        | Total                     | 413
tcp.segment_from_pool                         | Total                     | 161
tcp.overlap                                   | Total                     | 3
app_layer.flow.tls                            | Total                     | 11
app_layer.flow.quic                           | Total                     | 4
app_layer.tx.quic                             | Total                     | 22
app_layer.error.quic.parser                   | Total                     | 13
app_layer.flow.dns_udp                        | Total                     | 26
app_layer.tx.dns_udp                          | Total                     | 52
app_layer.flow.failed_udp                     | Total                     | 4
flow.mgr.full_hash_pass                       | Total                     | 3
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 176
flow.mgr.flows_notimeout                      | Total                     | 176
memcap_pressure                               | Total                     | 7
memcap_pressure_max                           | Total                     | 7
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 7094272
flow.memuse                                   | Total                     | 6834304
------------------------------------------------------------------------------------
Date: 12/11/2024 -- 09:21:05 (uptime: 0d, 00h 00m 48s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 2689
decoder.bytes                                 | Total                     | 7009802
decoder.ipv4                                  | Total                     | 2653
decoder.ipv6                                  | Total                     | 36
decoder.tcp                                   | Total                     | 2345
tcp.syn                                       | Total                     | 164
tcp.synack                                    | Total                     | 164
tcp.rst                                       | Total                     | 1
decoder.udp                                   | Total                     | 342
decoder.icmpv4                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 2606
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 164
flow.total                                    | Total                     | 211
flow.active                                   | Total                     | 211
flow.tcp                                      | Total                     | 174
flow.udp                                      | Total                     | 37
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
tcp.sessions                                  | Total                     | 164
tcp.ssn_from_pool                             | Total                     | 164
tcp.segment_from_cache                        | Total                     | 425
tcp.segment_from_pool                         | Total                     | 167
tcp.overlap                                   | Total                     | 3
app_layer.flow.tls                            | Total                     | 11
app_layer.flow.quic                           | Total                     | 5
app_layer.tx.quic                             | Total                     | 29
app_layer.error.quic.parser                   | Total                     | 20
app_layer.flow.dns_udp                        | Total                     | 28
app_layer.tx.dns_udp                          | Total                     | 57
app_layer.flow.failed_udp                     | Total                     | 4
flow.mgr.full_hash_pass                       | Total                     | 4
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 207
flow.mgr.flows_notimeout                      | Total                     | 207
memcap_pressure                               | Total                     | 7
memcap_pressure_max                           | Total                     | 7
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 7964672
flow.memuse                                   | Total                     | 6834304
------------------------------------------------------------------------------------
Date: 12/11/2024 -- 09:21:13 (uptime: 0d, 00h 00m 56s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
