------------------------------------------------------------------------------------
Date: 12/7/2024 -- 23:48:12 (uptime: 0d, 00h 00m 08s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
http.memuse                                   | Total                     | 16476
flow.memuse                                   | Total                     | 7784704
------------------------------------------------------------------------------------
Date: 12/9/2024 -- 11:25:37 (uptime: 0d, 00h 17m 23s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
ips.accepted                                  | Total                     | 40329
ips.blocked                                   | Total                     | 964
ips.drop_reason.flow_drop                     | Total                     | 892
ips.drop_reason.applayer_error                | Total                     | 34
ips.drop_reason.rules                         | Total                     | 10
ips.drop_reason.stream_error                  | Total                     | 4
ips.drop_reason.stream_midstream              | Total                     | 24
decoder.pkts                                  | Total                     | 41294
decoder.bytes                                 | Total                     | 96952154
decoder.ipv4                                  | Total                     | 41272
decoder.ipv6                                  | Total                     | 27
decoder.tcp                                   | Total                     | 29385
tcp.syn                                       | Total                     | 2548
tcp.synack                                    | Total                     | 2346
tcp.rst                                       | Total                     | 126
decoder.udp                                   | Total                     | 11606
decoder.icmpv4                                | Total                     | 44
decoder.icmpv6                                | Total                     | 5
decoder.avg_pkt_size                          | Total                     | 2347
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 2310
flow.total                                    | Total                     | 3796
flow.active                                   | Total                     | 3292
flow.tcp                                      | Total                     | 2395
flow.udp                                      | Total                     | 1399
flow.icmpv6                                   | Total                     | 2
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 38
defrag.ipv4.fragments                         | Total                     | 80
defrag.ipv4.reassembled                       | Total                     | 5
decoder.event.ipv4.opt_pad_required           | Total                     | 179
decoder.event.ipv6.zero_len_padn              | Total                     | 5
flow.wrk.flows_evicted_needs_work             | Total                     | 56
flow.wrk.flows_evicted_pkt_inject             | Total                     | 56
flow.wrk.flows_evicted                        | Total                     | 504
tcp.sessions                                  | Total                     | 2368
tcp.ssn_from_cache                            | Total                     | 58
tcp.ssn_from_pool                             | Total                     | 2310
tcp.segment_from_cache                        | Total                     | 3913
tcp.segment_from_pool                         | Total                     | 2831
tcp.stream_depth_reached                      | Total                     | 1
tcp.overlap                                   | Total                     | 2
detect.alert                                  | Total                     | 10
app_layer.tx.http                             | Total                     | 10
app_layer.flow.tls                            | Total                     | 165
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.quic                           | Total                     | 38
app_layer.tx.quic                             | Total                     | 131
app_layer.error.quic.parser                   | Total                     | 34
app_layer.flow.dhcp                           | Total                     | 36
app_layer.tx.dhcp                             | Total                     | 154
app_layer.flow.failed_tcp                     | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 594
app_layer.tx.dns_udp                          | Total                     | 2041
app_layer.flow.failed_udp                     | Total                     | 731
flow.end.state.new                            | Total                     | 436
flow.end.state.established                    | Total                     | 11
flow.end.state.closed                         | Total                     | 57
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 57
flow.mgr.full_hash_pass                       | Total                     | 190
flow.mgr.rows_per_sec                         | Total                     | 22282
flow.spare                                    | Total                     | 9800
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 4276
flow.mgr.flows_notimeout                      | Total                     | 4276
memcap_pressure                               | Total                     | 34
memcap_pressure_max                           | Total                     | 34
tcp.memuse                                    | Total                     | 4851008
tcp.reassembly_memuse                         | Total                     | 92305408
http.memuse                                   | Total                     | 16476
flow.memuse                                   | Total                     | 7784704
------------------------------------------------------------------------------------
Date: 12/9/2024 -- 11:25:45 (uptime: 0d, 00h 17m 31s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
ips.accepted                                  | Total                     | 40692
ips.blocked                                   | Total                     | 964
ips.drop_reason.flow_drop                     | Total                     | 892
ips.drop_reason.applayer_error                | Total                     | 34
ips.drop_reason.rules                         | Total                     | 10
ips.drop_reason.stream_error                  | Total                     | 4
ips.drop_reason.stream_midstream              | Total                     | 24
decoder.pkts                                  | Total                     | 41657
decoder.bytes                                 | Total                     | 97837530
decoder.ipv4                                  | Total                     | 41635
decoder.ipv6                                  | Total                     | 27
decoder.tcp                                   | Total                     | 29728
tcp.syn                                       | Total                     | 2573
tcp.synack                                    | Total                     | 2371
tcp.rst                                       | Total                     | 130
decoder.udp                                   | Total                     | 11626
decoder.icmpv4                                | Total                     | 44
decoder.icmpv6                                | Total                     | 5
decoder.avg_pkt_size                          | Total                     | 2348
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 2335
flow.total                                    | Total                     | 3826
flow.active                                   | Total                     | 3319
flow.tcp                                      | Total                     | 2420
flow.udp                                      | Total                     | 1404
flow.icmpv6                                   | Total                     | 2
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 38
defrag.ipv4.fragments                         | Total                     | 80
defrag.ipv4.reassembled                       | Total                     | 5
decoder.event.ipv4.opt_pad_required           | Total                     | 179
decoder.event.ipv6.zero_len_padn              | Total                     | 5
flow.wrk.flows_evicted_needs_work             | Total                     | 56
flow.wrk.flows_evicted_pkt_inject             | Total                     | 56
flow.wrk.flows_evicted                        | Total                     | 507
tcp.sessions                                  | Total                     | 2393
tcp.ssn_from_cache                            | Total                     | 58
tcp.ssn_from_pool                             | Total                     | 2335
tcp.segment_from_cache                        | Total                     | 3988
tcp.segment_from_pool                         | Total                     | 2848
tcp.stream_depth_reached                      | Total                     | 1
tcp.overlap                                   | Total                     | 2
detect.alert                                  | Total                     | 10
app_layer.tx.http                             | Total                     | 10
app_layer.flow.tls                            | Total                     | 170
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.quic                           | Total                     | 38
app_layer.tx.quic                             | Total                     | 131
app_layer.error.quic.parser                   | Total                     | 34
app_layer.flow.dhcp                           | Total                     | 36
app_layer.tx.dhcp                             | Total                     | 154
app_layer.flow.failed_tcp                     | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 594
app_layer.tx.dns_udp                          | Total                     | 2045
app_layer.flow.failed_udp                     | Total                     | 736
flow.end.state.new                            | Total                     | 438
flow.end.state.established                    | Total                     | 12
flow.end.state.closed                         | Total                     | 57
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 57
flow.mgr.full_hash_pass                       | Total                     | 193
flow.mgr.rows_per_sec                         | Total                     | 22282
flow.spare                                    | Total                     | 9800
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 4317
flow.mgr.flows_notimeout                      | Total                     | 4317
memcap_pressure                               | Total                     | 34
memcap_pressure_max                           | Total                     | 34
tcp.memuse                                    | Total                     | 4851008
tcp.reassembly_memuse                         | Total                     | 93167616
http.memuse                                   | Total                     | 16476
flow.memuse                                   | Total                     | 7784704
------------------------------------------------------------------------------------
Date: 12/9/2024 -- 11:25:53 (uptime: 0d, 00h 17m 39s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
ips.accepted                                  | Total                     | 40863
ips.blocked                                   | Total                     | 964
ips.drop_reason.flow_drop                     | Total                     | 892
ips.drop_reason.applayer_error                | Total                     | 34
ips.drop_reason.rules                         | Total                     | 10
ips.drop_reason.stream_error                  | Total                     | 4
ips.drop_reason.stream_midstream              | Total                     | 24
decoder.pkts                                  | Total                     | 41828
decoder.bytes                                 | Total                     | 98384014
decoder.ipv4                                  | Total                     | 41806
decoder.ipv6                                  | Total                     | 27
decoder.tcp                                   | Total                     | 29857
tcp.syn                                       | Total                     | 2586
tcp.synack                                    | Total                     | 2384
tcp.rst                                       | Total                     | 132
decoder.udp                                   | Total                     | 11668
decoder.icmpv4                                | Total                     | 44
decoder.icmpv6                                | Total                     | 5
decoder.avg_pkt_size                          | Total                     | 2352
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 2347
flow.total                                    | Total                     | 3848
flow.active                                   | Total                     | 3334
flow.tcp                                      | Total                     | 2433
flow.udp                                      | Total                     | 1413
flow.icmpv6                                   | Total                     | 2
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 38
defrag.ipv4.fragments                         | Total                     | 80
defrag.ipv4.reassembled                       | Total                     | 5
decoder.event.ipv4.opt_pad_required           | Total                     | 179
decoder.event.ipv6.zero_len_padn              | Total                     | 5
flow.wrk.flows_evicted_needs_work             | Total                     | 57
flow.wrk.flows_evicted_pkt_inject             | Total                     | 57
flow.wrk.flows_evicted                        | Total                     | 514
tcp.sessions                                  | Total                     | 2406
tcp.ssn_from_cache                            | Total                     | 59
tcp.ssn_from_pool                             | Total                     | 2347
tcp.segment_from_cache                        | Total                     | 4003
tcp.segment_from_pool                         | Total                     | 2850
tcp.stream_depth_reached                      | Total                     | 1
tcp.overlap                                   | Total                     | 2
detect.alert                                  | Total                     | 10
app_layer.tx.http                             | Total                     | 10
app_layer.flow.tls                            | Total                     | 170
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.quic                           | Total                     | 38
app_layer.tx.quic                             | Total                     | 131
app_layer.error.quic.parser                   | Total                     | 34
app_layer.flow.dhcp                           | Total                     | 38
app_layer.tx.dhcp                             | Total                     | 156
app_layer.flow.failed_tcp                     | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 594
app_layer.tx.dns_udp                          | Total                     | 2047
app_layer.flow.failed_udp                     | Total                     | 743
flow.end.state.new                            | Total                     | 444
flow.end.state.established                    | Total                     | 12
flow.end.state.closed                         | Total                     | 58
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 58
flow.mgr.full_hash_pass                       | Total                     | 195
flow.mgr.rows_per_sec                         | Total                     | 22282
flow.spare                                    | Total                     | 9800
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 4348
flow.mgr.flows_notimeout                      | Total                     | 4348
memcap_pressure                               | Total                     | 34
memcap_pressure_max                           | Total                     | 34
tcp.memuse                                    | Total                     | 4851008
tcp.reassembly_memuse                         | Total                     | 93941760
http.memuse                                   | Total                     | 16476
flow.memuse                                   | Total                     | 7784704
------------------------------------------------------------------------------------
Date: 12/9/2024 -- 11:26:01 (uptime: 0d, 00h 17m 47s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
ips.accepted                                  | Total                     | 41107
ips.blocked                                   | Total                     | 972
ips.drop_reason.flow_drop                     | Total                     | 899
ips.drop_reason.applayer_error                | Total                     | 34
ips.drop_reason.rules                         | Total                     | 11
ips.drop_reason.stream_error                  | Total                     | 4
ips.drop_reason.stream_midstream              | Total                     | 24
decoder.pkts                                  | Total                     | 42080
decoder.bytes                                 | Total                     | 99199647
decoder.ipv4                                  | Total                     | 42058
decoder.ipv6                                  | Total                     | 27
decoder.tcp                                   | Total                     | 30075
tcp.syn                                       | Total                     | 2609
tcp.synack                                    | Total                     | 2407
tcp.rst                                       | Total                     | 136
decoder.udp                                   | Total                     | 11700
decoder.icmpv4                                | Total                     | 46
decoder.icmpv6                                | Total                     | 5
decoder.avg_pkt_size                          | Total                     | 2357
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 2369
flow.total                                    | Total                     | 3877
flow.active                                   | Total                     | 3359
flow.tcp                                      | Total                     | 2456
flow.udp                                      | Total                     | 1419
flow.icmpv6                                   | Total                     | 2
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 39
defrag.ipv4.fragments                         | Total                     | 80
defrag.ipv4.reassembled                       | Total                     | 5
decoder.event.ipv4.opt_pad_required           | Total                     | 179
decoder.event.ipv6.zero_len_padn              | Total                     | 5
flow.wrk.flows_evicted_needs_work             | Total                     | 58
flow.wrk.flows_evicted_pkt_inject             | Total                     | 58
flow.wrk.flows_evicted                        | Total                     | 518
tcp.sessions                                  | Total                     | 2429
tcp.ssn_from_cache                            | Total                     | 59
tcp.ssn_from_pool                             | Total                     | 2370
tcp.segment_from_cache                        | Total                     | 4031
tcp.segment_from_pool                         | Total                     | 2856
tcp.stream_depth_reached                      | Total                     | 1
tcp.overlap                                   | Total                     | 2
detect.alert                                  | Total                     | 11
app_layer.tx.http                             | Total                     | 11
app_layer.flow.tls                            | Total                     | 173
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.quic                           | Total                     | 38
app_layer.tx.quic                             | Total                     | 131
app_layer.error.quic.parser                   | Total                     | 34
app_layer.flow.dhcp                           | Total                     | 38
app_layer.tx.dhcp                             | Total                     | 156
app_layer.flow.failed_tcp                     | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 595
app_layer.tx.dns_udp                          | Total                     | 2053
app_layer.flow.failed_udp                     | Total                     | 748
flow.end.state.new                            | Total                     | 447
flow.end.state.established                    | Total                     | 12
flow.end.state.closed                         | Total                     | 59
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 59
flow.mgr.full_hash_pass                       | Total                     | 198
flow.mgr.rows_per_sec                         | Total                     | 22937
flow.spare                                    | Total                     | 9700
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 4377
flow.mgr.flows_notimeout                      | Total                     | 4377
memcap_pressure                               | Total                     | 35
memcap_pressure_max                           | Total                     | 35
tcp.memuse                                    | Total                     | 4851008
tcp.reassembly_memuse                         | Total                     | 94599168
http.memuse                                   | Total                     | 17042
flow.memuse                                   | Total                     | 7784704
------------------------------------------------------------------------------------
Date: 12/9/2024 -- 11:26:09 (uptime: 0d, 00h 17m 55s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
ips.accepted                                  | Total                     | 41338
ips.blocked                                   | Total                     | 974
ips.drop_reason.flow_drop                     | Total                     | 901
ips.drop_reason.applayer_error                | Total                     | 34
ips.drop_reason.rules                         | Total                     | 11
ips.drop_reason.stream_error                  | Total                     | 4
ips.drop_reason.stream_midstream              | Total                     | 24
decoder.pkts                                  | Total                     | 42313
decoder.bytes                                 | Total                     | 100001721
decoder.ipv4                                  | Total                     | 42291
decoder.ipv6                                  | Total                     | 27
decoder.tcp                                   | Total                     | 30259
tcp.syn                                       | Total                     | 2628
tcp.synack                                    | Total                     | 2426
tcp.rst                                       | Total                     | 136
decoder.udp                                   | Total                     | 11747
decoder.icmpv4                                | Total                     | 46
decoder.icmpv6                                | Total                     | 5
decoder.avg_pkt_size                          | Total                     | 2363
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 2388
flow.total                                    | Total                     | 3903
flow.active                                   | Total                     | 3379
flow.tcp                                      | Total                     | 2475
flow.udp                                      | Total                     | 1426
flow.icmpv6                                   | Total                     | 2
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 39
defrag.ipv4.fragments                         | Total                     | 80
defrag.ipv4.reassembled                       | Total                     | 5
decoder.event.ipv4.opt_pad_required           | Total                     | 180
decoder.event.ipv6.zero_len_padn              | Total                     | 5
flow.wrk.flows_evicted_needs_work             | Total                     | 58
flow.wrk.flows_evicted_pkt_inject             | Total                     | 58
flow.wrk.flows_evicted                        | Total                     | 524
tcp.sessions                                  | Total                     | 2448
tcp.ssn_from_cache                            | Total                     | 59
tcp.ssn_from_pool                             | Total                     | 2389
tcp.segment_from_cache                        | Total                     | 4038
tcp.segment_from_pool                         | Total                     | 2868
tcp.stream_depth_reached                      | Total                     | 1
tcp.overlap                                   | Total                     | 2
detect.alert                                  | Total                     | 11
app_layer.tx.http                             | Total                     | 11
app_layer.flow.tls                            | Total                     | 173
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.quic                           | Total                     | 38
app_layer.tx.quic                             | Total                     | 131
app_layer.error.quic.parser                   | Total                     | 34
app_layer.flow.dhcp                           | Total                     | 38
app_layer.tx.dhcp                             | Total                     | 156
app_layer.flow.failed_tcp                     | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 595
app_layer.tx.dns_udp                          | Total                     | 2053
app_layer.flow.failed_udp                     | Total                     | 755
flow.end.state.new                            | Total                     | 453
flow.end.state.established                    | Total                     | 12
flow.end.state.closed                         | Total                     | 59
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 59
flow.mgr.full_hash_pass                       | Total                     | 201
flow.mgr.rows_per_sec                         | Total                     | 22937
flow.spare                                    | Total                     | 9700
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 4414
flow.mgr.flows_notimeout                      | Total                     | 4414
memcap_pressure                               | Total                     | 35
memcap_pressure_max                           | Total                     | 35
tcp.memuse                                    | Total                     | 4851008
tcp.reassembly_memuse                         | Total                     | 95244288
http.memuse                                   | Total                     | 17042
flow.memuse                                   | Total                     | 7784704
------------------------------------------------------------------------------------
Date: 12/9/2024 -- 11:26:17 (uptime: 0d, 00h 18m 03s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
ips.accepted                                  | Total                     | 41500
ips.blocked                                   | Total                     | 974
ips.drop_reason.flow_drop                     | Total                     | 901
ips.drop_reason.applayer_error                | Total                     | 34
ips.drop_reason.rules                         | Total                     | 11
ips.drop_reason.stream_error                  | Total                     | 4
ips.drop_reason.stream_midstream              | Total                     | 24
decoder.pkts                                  | Total                     | 42475
decoder.bytes                                 | Total                     | 100442799
decoder.ipv4                                  | Total                     | 42453
decoder.ipv6                                  | Total                     | 27
decoder.tcp                                   | Total                     | 30361
tcp.syn                                       | Total                     | 2640
tcp.synack                                    | Total                     | 2438
tcp.rst                                       | Total                     | 137
decoder.udp                                   | Total                     | 11799
decoder.icmpv4                                | Total                     | 46
decoder.icmpv6                                | Total                     | 5
decoder.avg_pkt_size                          | Total                     | 2364
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 2400
flow.total                                    | Total                     | 3918
flow.active                                   | Total                     | 3392
flow.tcp                                      | Total                     | 2487
flow.udp                                      | Total                     | 1429
flow.icmpv6                                   | Total                     | 2
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 39
defrag.ipv4.fragments                         | Total                     | 80
defrag.ipv4.reassembled                       | Total                     | 5
decoder.event.ipv4.opt_pad_required           | Total                     | 189
decoder.event.ipv6.zero_len_padn              | Total                     | 5
flow.wrk.flows_evicted_needs_work             | Total                     | 58
flow.wrk.flows_evicted_pkt_inject             | Total                     | 58
flow.wrk.flows_evicted                        | Total                     | 526
tcp.sessions                                  | Total                     | 2460
tcp.ssn_from_cache                            | Total                     | 60
tcp.ssn_from_pool                             | Total                     | 2400
tcp.segment_from_cache                        | Total                     | 4044
tcp.segment_from_pool                         | Total                     | 2876
tcp.stream_depth_reached                      | Total                     | 1
tcp.overlap                                   | Total                     | 2
detect.alert                                  | Total                     | 11
app_layer.tx.http                             | Total                     | 11
app_layer.flow.tls                            | Total                     | 173
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.quic                           | Total                     | 38
app_layer.tx.quic                             | Total                     | 131
app_layer.error.quic.parser                   | Total                     | 34
app_layer.flow.dhcp                           | Total                     | 38
app_layer.tx.dhcp                             | Total                     | 156
app_layer.flow.failed_tcp                     | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 595
app_layer.tx.dns_udp                          | Total                     | 2053
app_layer.flow.failed_udp                     | Total                     | 758
flow.end.state.new                            | Total                     | 455
flow.end.state.established                    | Total                     | 12
flow.end.state.closed                         | Total                     | 59
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 59
flow.mgr.full_hash_pass                       | Total                     | 204
flow.mgr.rows_per_sec                         | Total                     | 22937
flow.spare                                    | Total                     | 9700
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 4431
flow.mgr.flows_notimeout                      | Total                     | 4431
memcap_pressure                               | Total                     | 35
memcap_pressure_max                           | Total                     | 35
tcp.memuse                                    | Total                     | 4851008
tcp.reassembly_memuse                         | Total                     | 95946752
http.memuse                                   | Total                     | 17605
flow.memuse                                   | Total                     | 7784704
------------------------------------------------------------------------------------
Date: 12/9/2024 -- 11:26:25 (uptime: 0d, 00h 18m 11s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
ips.accepted                                  | Total                     | 41752
ips.blocked                                   | Total                     | 983
ips.drop_reason.flow_drop                     | Total                     | 909
ips.drop_reason.applayer_error                | Total                     | 34
ips.drop_reason.rules                         | Total                     | 12
ips.drop_reason.stream_error                  | Total                     | 4
ips.drop_reason.stream_midstream              | Total                     | 24
decoder.pkts                                  | Total                     | 42736
decoder.bytes                                 | Total                     | 101292530
decoder.ipv4                                  | Total                     | 42714
decoder.ipv6                                  | Total                     | 27
decoder.tcp                                   | Total                     | 30590
tcp.syn                                       | Total                     | 2661
tcp.synack                                    | Total                     | 2459
tcp.rst                                       | Total                     | 140
decoder.udp                                   | Total                     | 11830
decoder.icmpv4                                | Total                     | 46
decoder.icmpv6                                | Total                     | 5
decoder.avg_pkt_size                          | Total                     | 2370
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 2421
flow.total                                    | Total                     | 3946
flow.active                                   | Total                     | 3418
flow.tcp                                      | Total                     | 2508
flow.udp                                      | Total                     | 1436
flow.icmpv6                                   | Total                     | 2
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 39
defrag.ipv4.fragments                         | Total                     | 80
defrag.ipv4.reassembled                       | Total                     | 5
decoder.event.ipv4.opt_pad_required           | Total                     | 190
decoder.event.ipv6.zero_len_padn              | Total                     | 5
flow.wrk.flows_evicted_needs_work             | Total                     | 58
flow.wrk.flows_evicted_pkt_inject             | Total                     | 58
flow.wrk.flows_evicted                        | Total                     | 528
tcp.sessions                                  | Total                     | 2481
tcp.ssn_from_cache                            | Total                     | 60
tcp.ssn_from_pool                             | Total                     | 2421
tcp.segment_from_cache                        | Total                     | 4069
tcp.segment_from_pool                         | Total                     | 2890
tcp.stream_depth_reached                      | Total                     | 1
tcp.overlap                                   | Total                     | 2
detect.alert                                  | Total                     | 12
app_layer.tx.http                             | Total                     | 12
app_layer.flow.tls                            | Total                     | 175
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.quic                           | Total                     | 38
app_layer.tx.quic                             | Total                     | 131
app_layer.error.quic.parser                   | Total                     | 34
app_layer.flow.dhcp                           | Total                     | 38
app_layer.tx.dhcp                             | Total                     | 156
app_layer.flow.failed_tcp                     | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 596
app_layer.tx.dns_udp                          | Total                     | 2055
app_layer.flow.failed_udp                     | Total                     | 764
flow.end.state.new                            | Total                     | 457
flow.end.state.established                    | Total                     | 12
flow.end.state.closed                         | Total                     | 59
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 59
flow.mgr.full_hash_pass                       | Total                     | 207
flow.mgr.rows_per_sec                         | Total                     | 22937
flow.spare                                    | Total                     | 9700
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 4471
flow.mgr.flows_notimeout                      | Total                     | 4471
memcap_pressure                               | Total                     | 35
memcap_pressure_max                           | Total                     | 35
tcp.memuse                                    | Total                     | 4851008
tcp.reassembly_memuse                         | Total                     | 96720896
http.memuse                                   | Total                     | 17605
flow.memuse                                   | Total                     | 7784704
------------------------------------------------------------------------------------
Date: 12/9/2024 -- 11:26:33 (uptime: 0d, 00h 18m 19s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
ips.accepted                                  | Total                     | 42142
ips.blocked                                   | Total                     | 985
ips.drop_reason.flow_drop                     | Total                     | 911
ips.drop_reason.applayer_error                | Total                     | 34
ips.drop_reason.rules                         | Total                     | 12
ips.drop_reason.stream_error                  | Total                     | 4
ips.drop_reason.stream_midstream              | Total                     | 24
decoder.pkts                                  | Total                     | 43128
decoder.bytes                                 | Total                     | 102421106
decoder.ipv4                                  | Total                     | 43106
